filename,center_x_px,center_y_px,zero_x_px,zero_y_px,radius_px,tip_x_px,tip_y_px,zero_deg,angle_deg,value_mm,visual_path
DSCF0002.JPG,620,519,269,687,389.13,227.69664,370.54720000000003,154.42270922256182,200.72730796243331,0.12862388538853192,E:\Ruoshen\Github_yolo\pythonProject_yolo - Github\Results\readings_out\readings_20260402_145606\visuals\DSCF0002_vis.png
DSCF0003.JPG,620,519,269,687,389.13,231.44064,365.34911999999997,154.42270922256182,201.57569248628084,0.13098050906588618,E:\Ruoshen\Github_yolo\pythonProject_yolo - Github\Results\readings_out\readings_20260402_145606\visuals\DSCF0003_vis.png
DSCF0004.JPG,620,519,269,687,389.13,235.16544,359.74784,154.42270922256182,202.48074028499832,0.13349453072899028,E:\Ruoshen\Github_yolo\pythonProject_yolo - Github\Results\readings_out\readings_20260402_145606\visuals\DSCF0004_vis.png
DSCF0005.JPG,620,519,269,687,389.13,244.50047999999998,349.77919999999995,154.42270922256182,204.25895468815918,0.13843401518221488,E:\Ruoshen\Github_yolo\pythonProject_yolo - Github\Results\readings_out\readings_20260402_145606\visuals\DSCF0005_vis.png
DSCF0006.JPG,620,519,269,687,389.13,238.88127999999998,365.59232000000003,154.42270922256182,201.9257419758749,0.131952868759203,E:\Ruoshen\Github_yolo\pythonProject_yolo - Github\Results\readings_out\readings_20260402_145606\visuals\DSCF0006_vis.png
DSCF0007.JPG,617,516,265,674,385.83,277.40288,314.2656,155.82642226648736,210.71202168140852,0.152459998374781,E:\Ruoshen\Github_yolo\pythonProject_yolo - Github\Results\readings_out\readings_20260402_145606\visuals\DSCF0007_vis.png
DSCF0008.JPG,617,516,265,674,385.83,298.20671999999996,264.21504,155.82642226648736,218.30190359141963,0.17354300368036743,E:\Ruoshen\Github_yolo\pythonProject_yolo - Github\Results\readings_out\readings_20260402_145606\visuals\DSCF0008_vis.png
DSCF0009.JPG,614,511,263,677,388.27,322.98752,237.30432000000002,154.6889188591973,223.24357286949927,0.19042959447306107,E:\Ruoshen\Github_yolo\pythonProject_yolo - Github\Results\readings_out\readings_20260402_145606\visuals\DSCF0009_vis.png
DSCF0010.JPG,610,505,260,667,385.67,386.83392,184.59008,155.16260399078604,235.14271990061172,0.22216698863840467,E:\Ruoshen\Github_yolo\pythonProject_yolo - Github\Results\readings_out\readings_20260402_145606\visuals\DSCF0010_vis.png
